StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_8,Q3_1,Q3_2,Q3_3,Q3_12,Q3_11,Q3_10,Q4_1,Q4_2,Q5_1,Q5_2,Q5_3,Q5_4,Q6
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Participant ID,Task ID,"On a scale of 1-7, how easy do you think that task was? - Task difficulty",NASA-TLX - How mentally demanding was the task?,NASA-TLX - How physically demanding was the task?,NASA-TLX - How hurried or rushed was the pace of the task?,NASA-TLX - How successful were you in accomplishing what you were asked to do?,NASA-TLX - How hard did you have to work to accomplish your level of performance?,"NASA-TLX - How insecure, discouraged, irritated, stressed and annoyed were you?",Virtual embodiment - Ownership - It felt like the robot arm was a part of my body,Virtual embodiment - Ownership - The robot arm felt like a human arm,Virtual embodiment - Agency - The movements of the robot arm felt like they were my movements,Virtual embodiment - Agency - I felt like I was controlling the movements of the robot arm,Virtual embodiment - Agency - I felt like I was causing the movements of the robot arm,Virtual embodiment - Agency - The movements of the robot arm were in sync with my own movements,Comments
"{""ImportId"":""startDate"",""timeZone"":""Australia/Canberra""}","{""ImportId"":""endDate"",""timeZone"":""Australia/Canberra""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Australia/Canberra""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID8_TEXT""}","{""ImportId"":""QID9_TEXT""}","{""ImportId"":""QID22_8""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID1_2""}","{""ImportId"":""QID1_3""}","{""ImportId"":""QID1_12""}","{""ImportId"":""QID1_11""}","{""ImportId"":""QID1_10""}","{""ImportId"":""QID17_1""}","{""ImportId"":""QID17_2""}","{""ImportId"":""QID18_1""}","{""ImportId"":""QID18_2""}","{""ImportId"":""QID18_3""}","{""ImportId"":""QID18_4""}","{""ImportId"":""QID20_TEXT""}"
26/03/2024 10:34,26/03/2024 10:51,0,128.250.0.54,100,1010,1,26/03/2024 10:51,R_4SuYdNNZZR0nPId,,,,,-37.8159,144.9669,qr,EN,1,A,1,15,18,17,3,16,18,1,2,1,1,2,2,
26/03/2024 10:51,26/03/2024 10:57,0,128.250.0.54,100,314,1,26/03/2024 10:57,R_4n3kxYLWIOhZVLK,,,,,-37.8159,144.9669,qr,EN,1,B,4,9,11,9,11,10,10,5,5,4,5,6,6,
26/03/2024 10:58,26/03/2024 11:05,0,128.250.0.54,100,447,1,26/03/2024 11:05,R_4xPZzN354Tq2psB,,,,,-37.8159,144.9669,qr,EN,1,D,6,7,9,7,14,7,7,6,5,6,6,5,6,
26/03/2024 11:06,26/03/2024 11:12,0,128.250.0.54,100,352,1,26/03/2024 11:12,R_4CO6OzI01T0H9bb,,,,,-37.8159,144.9669,qr,EN,1,C,6,5,5,4,19,5,4,6,7,6,7,6,7,
10/04/2024 9:51,10/04/2024 9:53,0,128.250.0.54,100,132,1,10/04/2024 9:53,R_4JJhLss2sqpHj5k,,,,,-37.8159,144.9669,qr,EN,2,B,5,2,12,5,20,9,5,6,5,6,7,7,6,"I use hologram when the robot didn’t follow my movement, to see the position"
10/04/2024 9:57,10/04/2024 10:00,0,128.250.0.54,100,126,1,10/04/2024 10:00,R_4buqq4tLra4eIRH,,,,,-37.8159,144.9669,qr,EN,2,C,7,4,6,4,20,8,3,7,7,6,7,7,6,"The robot feels lighter than the first task 
It’s following me better"
10/04/2024 10:09,10/04/2024 10:11,0,128.250.0.54,100,81,1,10/04/2024 10:11,R_4NWg7tSdwHAbX8K,,,,,-37.8159,144.9669,qr,EN,2,A,5,8,11,6,20,13,7,5,5,5,6,6,5,I am feel more familiar with the robot 
10/04/2024 10:15,10/04/2024 10:17,0,128.250.0.54,100,125,1,10/04/2024 10:17,R_4WHBdAYAnWJHpxD,,,,,-37.8159,144.9669,qr,EN,2,D,6,5,5,3,20,12,2,6,6,7,6,7,6,I didn’t used the hologram because I am already familiar with the robot and it’s easier to do it without the hologram 
26/03/2024 15:11,26/03/2024 15:39,0,128.250.0.54,100,1640,1,26/03/2024 15:39,R_4DADzVGdBiENBHb,,,,,-37.8159,144.9669,qr,EN,3,C,4,10,14,10,16,9,1,5,3,6,6,6,5,
26/03/2024 15:43,26/03/2024 16:00,0,128.250.0.54,100,1033,1,26/03/2024 16:00,R_4SH559I9nwWcfsa,,,,,-37.8159,144.9669,qr,EN,3,D,5,12,9,11,18,8,1,5,5,6,6,6,5,
26/03/2024 16:01,26/03/2024 16:07,0,128.250.0.54,100,377,1,26/03/2024 16:07,R_4inhzOJf5uHfapj,,,,,-37.8159,144.9669,qr,EN,3,B,6,5,12,9,20,7,1,6,5,6,6,6,6,
26/03/2024 16:07,26/03/2024 16:13,0,128.250.0.54,100,343,1,26/03/2024 16:13,R_4rYZwTxQ56kIj0A,,,,,-37.8159,144.9669,qr,EN,3,A,6,5,7,9,20,8,1,6,5,6,6,6,6,
26/03/2024 16:37,26/03/2024 17:03,0,128.250.0.54,100,1521,1,26/03/2024 17:03,R_4Mmng8luWOyOtxX,,,,,-37.8159,144.9669,qr,EN,4,D,1,16,16,11,14,11,18,2,2,5,3,3,3,
26/03/2024 17:03,26/03/2024 17:13,0,128.250.0.54,100,594,1,26/03/2024 17:13,R_42KdVXZQJotl2Dw,,,,,-37.8159,144.9669,qr,EN,4,A,2,11,13,3,8,11,14,2,2,3,5,4,6,
26/03/2024 17:16,26/03/2024 17:25,0,128.250.0.54,100,560,1,26/03/2024 17:25,R_4dZg77Y8EJ8fBby,,,,,-37.8159,144.9669,qr,EN,4,C,6,9,14,6,16,5,7,6,6,6,5,6,6,
26/03/2024 17:27,26/03/2024 17:34,0,128.250.0.54,100,418,1,26/03/2024 17:34,R_4WYUNlKG8hw7ANl,,,,,-37.8159,144.9669,qr,EN,4,B,7,7,10,4,16,9,4,6,6,6,6,6,6,
27/03/2024 11:22,27/03/2024 11:25,0,128.250.0.54,100,206,1,27/03/2024 11:25,R_4dQVpTnTtOh8eB3,,,,,-37.8159,144.9669,qr,EN,5,A,1,18,16,10,10,16,18,1,1,2,3,4,2,Very difficult to do since the robot arm is not going the same direction as my arm
9/04/2024 9:56,9/04/2024 10:14,0,128.250.0.54,100,1087,1,9/04/2024 10:14,R_4MVVJ4rgUnU8dAp,,,,,-37.8159,144.9669,qr,EN,5,B,5,10,12,10,11,10,7,5,5,4,6,5,6,"The hologram helps for tracking the movement, making the task easier"
9/04/2024 10:20,9/04/2024 10:23,0,128.250.0.54,100,173,1,9/04/2024 10:23,R_4IqlbEDoZWSOzFT,,,,,-37.8159,144.9669,qr,EN,5,C,7,3,3,3,20,4,20,6,6,7,7,7,7,"The hologram shows me clearly the movement of the robot arm, so I don’t need to figure out the direction. It make the tasks becomes  very easy."
9/04/2024 10:24,9/04/2024 10:29,0,128.250.0.54,100,273,1,9/04/2024 10:29,R_4asZU3sK2WcYhgZ,,,,,-37.8159,144.9669,qr,EN,5,D,5,5,9,5,20,9,7,5,5,5,6,6,5,The  robot arm hologram isn’t that useful. I didn’t even need to see it to complete the task. The hand hologram is the 2nd session is more useful
27/03/2024 12:12,27/03/2024 12:31,0,128.250.0.54,100,1145,1,27/03/2024 12:31,R_4EmycmxMjKEBT5b,,,,,-37.8159,144.9669,qr,EN,6,A,4,12,14,5,18,12,1,3,3,5,5,6,5,
27/03/2024 12:40,27/03/2024 12:41,0,128.250.0.54,100,82,1,27/03/2024 12:41,R_4C13oWBJIwoo0OB,,,,,-37.8159,144.9669,qr,EN,6,C,4,9,12,3,18,12,1,4,3,4,5,6,4,
27/03/2024 12:53,27/03/2024 12:54,0,128.250.0.54,100,63,1,27/03/2024 12:54,R_4TeZ2FpYooAACIx,,,,,-37.8159,144.9669,qr,EN,6,B,4,8,12,1,18,9,1,4,4,5,5,5,5,
27/03/2024 13:00,27/03/2024 13:01,0,128.250.0.54,100,72,1,27/03/2024 13:01,R_4jvTAkrSYLFoRSx,,,,,-37.8159,144.9669,qr,EN,6,D,4,7,8,1,18,9,1,4,4,5,6,6,5,
8/04/2024 10:48,8/04/2024 11:19,0,128.250.0.54,100,1827,1,8/04/2024 11:19,R_4V1mi9cWJg5FHfO,,,,,-37.8159,144.9669,qr,EN,7,A,6,3,7,12,18,11,2,6,7,5,6,6,6,It requires a small practice to get use to robot arm.
8/04/2024 11:30,8/04/2024 11:32,0,128.250.0.54,100,133,1,8/04/2024 11:32,R_40rrFqQjEPWF5Ds,,,,,-37.8159,144.9669,qr,EN,7,C,7,4,4,3,16,3,2,7,6,6,6,6,6,
8/04/2024 11:39,8/04/2024 11:40,0,128.250.0.54,100,70,1,8/04/2024 11:40,R_4ePOfJ5B5R1nXbJ,,,,,-37.8159,144.9669,qr,EN,7,D,7,3,3,3,19,20,2,7,7,7,7,7,7,
8/04/2024 11:45,8/04/2024 11:47,0,128.250.0.54,100,86,1,8/04/2024 11:47,R_4tu9JbqJNT2eXgB,,,,,-37.8159,144.9669,qr,EN,7,B,7,2,4,3,19,1,19,7,7,7,7,7,7,
27/03/2024 15:32,27/03/2024 15:34,0,128.250.0.54,100,130,1,27/03/2024 15:34,R_4rPdmc0PK80vtHI,,,,,-37.8159,144.9669,qr,EN,8,A,4,11,12,15,6,13,15,5,5,4,4,4,2,
27/03/2024 15:42,27/03/2024 15:43,0,128.250.0.54,100,99,1,27/03/2024 15:43,R_4TZAAWGdomVOJTi,,,,,-37.8159,144.9669,qr,EN,8,D,3,11,11,11,9,11,10,3,3,4,5,4,4,
27/03/2024 15:48,27/03/2024 15:49,0,128.250.0.54,100,86,1,27/03/2024 15:49,R_4LkuXxyPwRGwojR,,,,,-37.8159,144.9669,qr,EN,8,B,5,10,10,9,12,12,8,5,5,5,5,5,5,
27/03/2024 15:53,27/03/2024 15:55,0,128.250.0.54,100,95,1,27/03/2024 15:55,R_4cdbbUxDP3GzmWl,,,,,-37.8159,144.9669,qr,EN,8,C,5,12,12,12,13,8,11,3,3,5,5,5,5,
27/03/2024 16:46,27/03/2024 17:00,0,128.250.0.54,100,835,1,27/03/2024 17:00,R_4JPkTX4uryDb1UV,,,,,-37.8159,144.9669,qr,EN,9,A,4,10,12,1,18,8,10,2,1,1,3,4,3,
27/03/2024 17:01,27/03/2024 17:17,0,128.250.0.54,100,960,1,27/03/2024 17:17,R_4Wz7d7yttXviFFL,,,,,-37.8159,144.9669,qr,EN,9,D,3,10,20,4,8,16,6,2,2,1,2,3,2,
27/03/2024 17:21,27/03/2024 17:29,0,128.250.0.54,100,468,1,27/03/2024 17:29,R_4CguYmagjcs4dUj,,,,,-37.8159,144.9669,qr,EN,9,C,3,16,20,3,10,20,5,2,2,2,3,4,2,Confusing holograms 
27/03/2024 17:30,27/03/2024 17:35,0,128.250.0.54,100,354,1,27/03/2024 17:35,R_4iWk8ttu4KHqXNo,,,,,-37.8159,144.9669,qr,EN,9,B,2,5,11,11,8,7,5,2,2,2,2,2,2,
27/03/2024 18:47,27/03/2024 19:02,0,128.250.0.54,100,883,1,27/03/2024 19:02,R_41N4c1624Rl3QGY,,,,,-37.8159,144.9669,qr,EN,10,B,2,16,10,3,14,8,5,4,3,4,5,7,5,"The distance between the object and my arm is harder to measure with eyes compared with the up, down, left and right directions."
27/03/2024 19:03,27/03/2024 19:14,0,128.250.0.54,100,643,1,27/03/2024 19:14,R_4aijl2R2LitiRot,,,,,-37.8159,144.9669,qr,EN,10,A,6,16,9,8,16,3,2,7,6,7,6,6,6,Always drawing circles seems helpful to assist me to control the robot army to click the red dot.
27/03/2024 19:15,27/03/2024 19:23,0,128.250.0.54,100,432,1,27/03/2024 19:23,R_4WDyfxZVHq5l7Ai,,,,,-37.8159,144.9669,qr,EN,10,C,6,12,9,8,18,3,2,6,6,6,6,7,6,"The first click is always the difficult part, because the distance should be adjusted. After that, things become easier."
27/03/2024 19:24,27/03/2024 19:31,0,128.250.0.54,100,449,1,27/03/2024 19:31,R_440KksfhTSNDEbl,,,,,-37.8159,144.9669,qr,EN,10,D,7,7,12,5,19,1,1,7,7,7,7,7,7,Sometimes there are misjudgements about the distance but I can adjust it quickly.
28/03/2024 10:46,28/03/2024 11:06,0,128.250.0.54,100,1207,1,28/03/2024 11:06,R_4ukzfHMrxtWhWyB,,,,,-37.8159,144.9669,qr,EN,11,B,3,3,11,3,18,7,2,3,4,5,7,7,7,
28/03/2024 11:13,28/03/2024 11:15,0,128.250.0.54,100,86,1,28/03/2024 11:15,R_4agBEbQWIEibkyh,,,,,-37.8159,144.9669,qr,EN,11,A,4,3,12,3,14,9,2,3,4,7,7,7,7,
28/03/2024 11:21,28/03/2024 11:24,0,128.250.0.54,100,175,1,28/03/2024 11:24,R_48B57eoocYcgN56,,,,,-37.8159,144.9669,qr,EN,11,D,4,3,12,3,16,8,3,4,7,7,7,7,7,With the virtual robot arm it feels weird to look at it while performing the task so I just look at the real robot arm instead. 
28/03/2024 11:31,28/03/2024 11:33,0,128.250.0.54,100,144,1,28/03/2024 11:33,R_4vEeN4o3pfMye65,,,,,-37.8159,144.9669,qr,EN,11,C,6,2,5,2,18,5,2,4,7,7,7,7,7,With the virtual human arm in the orientation of the robot arm I think it less confuses me
28/03/2024 14:52,28/03/2024 15:11,0,128.250.0.54,100,1141,1,28/03/2024 15:11,R_4PYWyZSKm29udul,,,,,-37.8159,144.9669,qr,EN,12,B,3,16,16,9,16,14,5,2,2,2,3,5,2,Physically demanding 
28/03/2024 15:17,28/03/2024 15:19,0,128.250.0.54,100,125,1,28/03/2024 15:19,R_4khpD07wOzM4wLE,,,,,-37.8159,144.9669,qr,EN,12,C,4,9,9,7,16,9,1,4,4,4,4,5,5,Getting more used to control the robot
28/03/2024 15:24,28/03/2024 15:26,0,128.250.0.54,100,88,1,28/03/2024 15:26,R_42VSF4qt0Yu1Iy4,,,,,-37.8159,144.9669,qr,EN,12,D,5,6,7,2,16,5,1,5,5,5,5,5,5,Na
28/03/2024 15:32,28/03/2024 15:33,0,128.250.0.54,100,85,1,28/03/2024 15:33,R_4rMbdFBNK5kbSHk,,,,,-37.8159,144.9669,qr,EN,12,A,5,2,9,2,16,5,2,5,4,5,5,4,4,
4/04/2024 18:56,4/04/2024 18:57,0,128.250.0.54,100,85,1,4/04/2024 18:57,R_4djcwfBc0bdDJfF,,,,,-37.8159,144.9669,qr,EN,13,B,2,9,11,14,9,14,3,4,2,4,2,6,4,
4/04/2024 19:10,4/04/2024 19:11,0,128.250.0.54,100,71,1,4/04/2024 19:11,R_4pQ2a04ZtzFviSJ,,,,,-37.8159,144.9669,qr,EN,13,D,4,7,4,7,12,7,5,5,4,5,5,5,5,
4/04/2024 19:23,4/04/2024 19:24,0,128.250.0.54,100,91,1,4/04/2024 19:24,R_4CIxC7H0ZsAViFM,,,,,-37.8159,144.9669,qr,EN,13,A,5,5,6,3,13,12,3,4,5,5,5,5,6,
4/04/2024 19:29,4/04/2024 19:31,0,128.250.0.54,100,132,1,4/04/2024 19:31,R_4liR5mxcFkSDkUg,,,,,-37.8159,144.9669,qr,EN,13,C,6,3,5,3,15,5,3,5,5,5,5,6,6,"I fell more confident to do the task, also feel the task more easier"
5/04/2024 14:47,5/04/2024 14:57,0,128.250.0.54,100,615,1,5/04/2024 14:57,R_4fvIOPSgx2OhL6W,,,,,-37.8159,144.9669,qr,EN,14,B,2,7,12,3,20,11,5,3,3,3,6,7,5,
5/04/2024 15:03,5/04/2024 15:04,0,128.250.0.54,100,82,1,5/04/2024 15:04,R_4q7FQCsUX1rPyvD,,,,,-37.8159,144.9669,qr,EN,14,D,5,3,10,5,20,6,3,5,5,4,5,7,7,
5/04/2024 15:15,5/04/2024 15:16,0,128.250.0.54,100,71,1,5/04/2024 15:16,R_4Y7Y3NEFoInuawp,,,,,-37.8159,144.9669,qr,EN,14,C,6,5,8,5,7,5,3,6,6,7,7,7,7,More easier due to sync
5/04/2024 15:21,5/04/2024 15:22,0,128.250.0.54,100,68,1,5/04/2024 15:22,R_4IhN4osgRJuMlTq,,,,,-37.8159,144.9669,qr,EN,14,A,7,3,5,2,20,4,2,7,7,7,7,7,7,
5/04/2024 18:19,5/04/2024 18:41,0,128.250.0.54,100,1337,1,5/04/2024 18:41,R_4rVNaQe2NDwZRdf,,,,,-37.8159,144.9669,qr,EN,15,C,3,8,15,11,15,13,6,5,3,5,3,4,1,
5/04/2024 18:53,5/04/2024 18:59,0,128.250.0.54,100,391,1,5/04/2024 18:59,R_4G4B7KFDtQJ8nhT,,,,,-37.8159,144.9669,qr,EN,15,A,2,18,16,16,15,14,15,3,3,2,2,2,2,
5/04/2024 19:08,5/04/2024 19:10,0,128.250.0.54,100,102,1,5/04/2024 19:10,R_4zHKin6AhBDmyHr,,,,,-37.8159,144.9669,qr,EN,15,B,3,17,13,15,15,16,15,2,3,2,2,3,2,
5/04/2024 19:17,5/04/2024 19:19,0,128.250.0.54,100,85,1,5/04/2024 19:19,R_4DuHXOUHiWWtgQN,,,,,-37.8159,144.9669,qr,EN,15,D,3,9,14,14,12,14,10,3,3,3,3,3,3,Hologram helps me to find the distance
8/04/2024 14:12,8/04/2024 14:38,0,128.250.0.54,100,1527,1,8/04/2024 14:38,R_4CyFMBVzjiPJnuu,,,,,-37.8159,144.9669,qr,EN,16,C,4,13,11,9,15,9,3,4,4,4,6,6,6,
8/04/2024 14:43,8/04/2024 14:45,0,128.250.0.54,100,125,1,8/04/2024 14:45,R_4dEOuizAW1CgRaT,,,,,-37.8159,144.9669,qr,EN,16,A,6,6,12,14,17,4,1,4,4,4,6,6,6,
8/04/2024 14:50,8/04/2024 14:52,0,128.250.0.54,100,107,1,8/04/2024 14:52,R_4eHyQUaQXngGqat,,,,,-37.8159,144.9669,qr,EN,16,D,6,4,13,14,18,2,2,4,4,4,6,6,6,
8/04/2024 14:55,8/04/2024 14:57,0,128.250.0.54,100,100,1,8/04/2024 14:57,R_4Eurh9XtqEl0Idu,,,,,-37.8159,144.9669,qr,EN,16,B,6,2,10,2,19,2,1,4,4,4,6,6,6,
8/04/2024 16:37,8/04/2024 16:46,0,128.250.0.54,100,568,1,8/04/2024 16:46,R_4L7jfcQ2hJOeVyh,,,,,-37.8159,144.9669,qr,EN,17,C,3,7,13,13,17,9,7,6,5,6,6,6,5,"When I move my arm too fast the robot arm is in sync. The hologram helped my a lot to perform the task, even thought I was not seeing the hologram directly because I was focused on the red dot.
"
8/04/2024 16:51,8/04/2024 16:55,0,128.250.0.54,100,236,1,8/04/2024 16:55,R_4JIqkUtVct6ckKx,,,,,-37.8159,144.9669,qr,EN,17,B,3,15,18,10,13,18,13,3,3,5,4,4,5,This version of the hologram didn’t help. It was more difficult to control it. I could complete the task only because the first task had the rotated hologram arm
8/04/2024 17:00,8/04/2024 17:04,0,128.250.0.54,100,231,1,8/04/2024 17:04,R_4s93vSq2fggJAzv,,,,,-37.8159,144.9669,qr,EN,17,A,6,10,7,13,15,5,5,5,6,6,5,5,5,At this point I learned the position of the circles and I was able to perform the task faster. It was better to have no hologram to distract me
8/04/2024 17:10,8/04/2024 17:15,0,128.250.0.54,100,284,1,8/04/2024 17:15,R_4qjdsfhoj4gCARb,,,,,-37.8159,144.9669,qr,EN,17,D,5,18,16,17,13,8,18,6,3,5,5,4,4,The hologram didn’t help me to complete the task. I was a bit tired and I just used the strategy of following the path clockwise. 
9/04/2024 20:13,9/04/2024 20:16,0,128.250.0.54,100,202,1,9/04/2024 20:16,R_4f3xblxBBxAZFdm,,,,,-37.8159,144.9669,qr,EN,18,C,4,5,7,6,14,7,4,5,6,5,6,6,6,
9/04/2024 20:27,9/04/2024 20:31,0,128.250.0.54,100,210,1,9/04/2024 20:31,R_4DYIVjMOVEWHZQU,,,,,-37.8159,144.9669,qr,EN,18,B,5,4,4,8,14,6,5,6,6,6,6,6,6,
9/04/2024 20:39,9/04/2024 20:42,0,128.250.0.54,100,172,1,9/04/2024 20:42,R_4gIXuS7DCcjnFER,,,,,-37.8159,144.9669,qr,EN,18,D,6,4,4,4,16,16,4,6,6,6,6,6,6,The hologram doesn’t hinder my attention. I totally focused on the task and robot hand.
9/04/2024 20:48,9/04/2024 20:50,0,128.250.0.54,100,87,1,9/04/2024 20:50,R_4Db74q4v4igFUM9,,,,,-37.8159,144.9669,qr,EN,18,A,6,2,2,2,18,4,2,6,6,6,6,6,6,
10/04/2024 17:24,10/04/2024 17:31,0,128.250.0.54,100,410,1,10/04/2024 17:31,R_4IdeDkPsjnWakr8,,,,,-37.8159,144.9669,qr,EN,19,C,5,4,10,5,15,8,2,5,5,5,6,6,6,"Very cool. Seems like in a science fiction movie. The movement is a bit counter intuitive, but all good after getting used to it."
10/04/2024 17:33,10/04/2024 17:36,0,128.250.0.54,100,133,1,10/04/2024 17:36,R_4lsFxJfadGvBBXO,,,,,-37.8159,144.9669,qr,EN,19,D,6,3,5,3,18,5,1,7,7,7,7,7,7,"As getting more used to the movement, the task gets easier."
10/04/2024 17:38,10/04/2024 17:47,0,128.250.0.54,100,499,1,10/04/2024 17:47,R_4Q0g4KvzSkJHxIw,,,,,-37.8159,144.9669,qr,EN,19,B,7,1,3,1,19,3,1,7,7,7,7,7,7,"Originally I thought the flipped movement logic might cause me hard to control the robot. But it turns out I can quickly get used to it. The holograms are good for visualising my arm, but they are not that useful when I have get used to the movement."
10/04/2024 17:48,10/04/2024 17:52,0,128.250.0.54,100,222,1,10/04/2024 17:52,R_4LFjfv8HiHPkHMq,,,,,-37.8159,144.9669,qr,EN,19,A,7,2,3,1,19,3,1,7,7,7,7,7,7,It is a bit uncomfortable after wearing Hololens 2 for a period.
10/04/2024 11:40,10/04/2024 12:08,0,128.250.0.54,100,1682,1,10/04/2024 12:08,R_4nuyBOTFggaPum8,,,,,-37.8159,144.9669,qr,EN,20,D,5,10,12,3,14,5,1,5,3,5,5,5,5,
10/04/2024 12:09,10/04/2024 12:18,0,128.250.0.54,100,510,1,10/04/2024 12:18,R_4qedRfURT3WCj1n,,,,,-37.8159,144.9669,qr,EN,20,A,3,7,14,5,12,12,5,5,5,5,5,5,5,
10/04/2024 12:20,10/04/2024 12:30,0,128.250.0.54,100,620,1,10/04/2024 12:31,R_4kaaCNYh6VCmGOJ,,,,,-37.8159,144.9669,qr,EN,20,B,5,5,14,7,12,14,5,5,5,5,5,5,5,
10/04/2024 12:32,10/04/2024 12:41,0,128.250.0.54,100,510,1,10/04/2024 12:41,R_4dRsadSEBZe2A2a,,,,,-37.8159,144.9669,qr,EN,20,C,5,5,12,5,12,5,5,6,5,5,5,6,5,
10/04/2024 19:04,10/04/2024 19:13,0,128.250.0.54,100,538,1,10/04/2024 19:13,R_4Kx2s9pzOiyDpD3,,,,,-37.8159,144.9669,qr,EN,21,D,5,6,10,5,15,8,5,3,5,5,5,6,5,The hologram did not really align with the movement of the real robot arm in terms of the angle 
10/04/2024 19:17,10/04/2024 19:21,0,128.250.0.54,100,241,1,10/04/2024 19:21,R_4fkYm97t4QNr2Cy,,,,,-37.8159,144.9669,qr,EN,21,C,6,2,5,2,18,3,1,6,5,6,5,6,6,"I am getting more experienced from practicing and previous tasks, also the hand hologram helps me to track and confirm the movement of my hand and arm, where both factors contribute to quicker completion of the tasks"
10/04/2024 19:24,10/04/2024 19:29,0,128.250.0.54,100,271,1,10/04/2024 19:29,R_40kVBaqfbK6yXfz,,,,,-37.8159,144.9669,qr,EN,21,A,7,2,2,1,19,2,1,6,5,6,7,7,7,"For this part I can only rely on and refer to the physical arm during the task, as during the previous two parts I mainly relied on the movement of physical robot arms instead of the virtual arm or hand, and I am also getting more proficient and used to it, so I completed this task with much ease."
10/04/2024 19:32,10/04/2024 19:36,0,128.250.0.54,100,225,1,10/04/2024 19:36,R_4EA2gyDzku0W1R6,,,,,-37.8159,144.9669,qr,EN,21,B,7,1,2,1,20,1,1,7,6,7,7,7,7,I almost completely relied on the movement of the physical robot arm rather than the virtual human arm next to it because I think I have mastered the task in terms of all crucial techniques 
10/04/2024 20:26,10/04/2024 20:36,0,128.250.0.54,100,559,1,10/04/2024 20:36,R_4H2f5r0dKOej95v,,,,,-37.8159,144.9669,qr,EN,22,D,4,12,13,6,17,5,5,3,5,5,5,6,5,We can add a virtual plane in front of the virtual robot arm
10/04/2024 20:40,10/04/2024 20:45,0,128.250.0.54,100,267,1,10/04/2024 20:45,R_4hRtRA0aV7hDOOv,,,,,-37.8159,144.9669,qr,EN,22,B,6,2,4,3,18,4,3,6,5,5,5,6,5,"Better than the last one, the virtual robot arm. But it is not a main factor for completing the task."
10/04/2024 20:48,10/04/2024 20:50,0,128.250.0.54,100,170,1,10/04/2024 20:50,R_4od2ECdstbR8DRv,,,,,-37.8159,144.9669,qr,EN,22,A,7,7,5,3,19,3,2,7,5,5,6,6,6,I think the virtual robot arm is kind of meaningless.
10/04/2024 20:52,10/04/2024 20:56,0,128.250.0.54,100,263,1,10/04/2024 20:56,R_4nAAgZKcHfix4Pv,,,,,-37.8159,144.9669,qr,EN,22,C,7,4,2,3,3,3,3,7,6,6,5,6,6,"It gives participants confidence to do the experiments, successfully control the robot arm in reality."
11/04/2024 14:27,11/04/2024 14:35,0,128.250.0.54,100,522,1,11/04/2024 14:35,R_4aE5XH9jKR9guX1,,,,,-37.8159,144.9669,qr,EN,23,D,2,18,14,5,14,14,12,4,4,6,4,4,6,
11/04/2024 14:36,11/04/2024 14:49,0,128.250.0.54,100,729,1,11/04/2024 14:49,R_4xUudnwsXdtCgHn,,,,,-37.8159,144.9669,qr,EN,23,B,4,10,7,2,20,1,2,6,6,6,6,7,7,
11/04/2024 14:51,11/04/2024 14:53,0,128.250.0.54,100,135,1,11/04/2024 14:53,R_4ujaRyFH5jxiXId,,,,,-37.8159,144.9669,qr,EN,23,C,7,1,2,1,1,1,1,4,4,1,1,1,2,
11/04/2024 14:54,11/04/2024 14:59,0,128.250.0.54,100,317,1,11/04/2024 14:59,R_4fBf5GMIGOxAUa5,,,,,-37.8159,144.9669,qr,EN,23,A,6,2,1,1,20,2,1,3,3,5,6,6,6,
11/04/2024 16:26,11/04/2024 16:51,0,128.250.0.54,100,1472,1,11/04/2024 16:51,R_4i9YTEg2c9Xkyxb,,,,,-37.8159,144.9669,qr,EN,24,D,1,12,20,4,18,16,12,5,4,4,7,7,4,Sometimes it does not move as expected. Sometimes I can’t see the target (hand is blocking)
11/04/2024 17:00,11/04/2024 17:01,0,128.250.0.54,100,97,1,11/04/2024 17:01,R_4VyxwO95yEdfbEo,,,,,-37.8159,144.9669,qr,EN,24,C,4,11,14,1,20,11,9,5,4,5,7,7,6,Hand helps with orientation 
11/04/2024 17:11,11/04/2024 17:13,0,128.250.0.54,100,139,1,11/04/2024 17:13,R_4SOXYRKevbSPapz,,,,,-37.8159,144.9669,qr,EN,24,B,5,11,14,1,18,8,5,5,5,5,7,7,5,Better than the last with the hand in natural position. That was confusing. I have gotten used to this by now.
11/04/2024 17:21,11/04/2024 17:23,0,128.250.0.54,100,93,1,11/04/2024 17:23,R_41Z8l7oWKfCxQrL,,,,,-37.8159,144.9669,qr,EN,24,A,6,8,13,1,19,16,14,5,4,5,7,7,5,
